Time,K0,K1,K2,K3,K4,K5,K6,K7,K8,K9
19,22.90509384917208,115.96793156612027,17.4217850033896,159.26427046287463,55.23528642625352,165.35986656973517,105.88009541461074,64.71217232065479,121.74992521661258,129.5055850604308
20,150.84283440792174,115.96793156612027,19.271285621567422,159.26427046287463,187.13286922836738,148.98435230404598,157.09238688108957,207.17420526956374,0.02914090852105541,129.5055850604308
21,2.1219177761525243,115.96793156612027,1.5282414169385934,0.9363916943252498,170.4924863894512,148.33898448208365,203.2879350332522,60.58680863384113,121.74992521661258,58.4759121139824
22,181.94330283635153,64.88178271420072,178.15109246061698,159.26427046287463,187.13286922836738,169.75166059580513,29.521086912306405,207.17420526956374,1.227313527653985,18.94341491685593
23,181.94330283635153,115.96793156612027,196.43475824483284,24.755896175337988,69.666570535891,134.00507202246834,203.2879350332522,135.2218902705316,5.059049605425439,2.5099916073062714
24,181.94330283635153,115.96793156612027,196.43475824483284,16.945629227396644,187.13286922836738,150.63492236637825,203.2879350332522,26.546939582088605,0.14638513281502002,129.5055850604308
25,33.60295957862837,115.96793156612027,196.43475824483284,8.961561082642925,66.46082713893638,149.58496600664543,203.2879350332522,122.57455104073628,0.21262000834155684,129.5055850604308
26,136.93683259637038,115.96793156612027,196.43475824483284,4.102238315356003,187.13286922836738,169.75166059580513,199.3569604615713,166.86471893161766,0.18475784199164236,49.39388063452445
27,82.20081703675702,115.96793156612027,67.63713724913478,159.26427046287463,187.13286922836738,168.26498706682426,203.2879350332522,207.17420526956374,121.74992521661258,129.5055850604308
28,0.1706468640764851,30.302814596443362,196.43475824483284,159.26427046287463,187.13286922836738,169.75166059580513,0.08615609590659974,44.697225851738395,121.74992521661258,129.5055850604308
29,24.77777971020019,115.96793156612027,196.43475824483284,159.26427046287463,187.13286922836738,158.1163822180653,12.240109880371783,37.167554799739996,6.877099312888097,7.163289762576467
30,181.94330283635153,115.96793156612027,196.43475824483284,12.648231423273277,33.9976693435784,169.75166059580513,203.2879350332522,89.45261050293078,121.74992521661258,86.25528509090877
31,181.94330283635153,115.96793156612027,196.43475824483284,159.26427046287463,112.7046072483479,148.79459802572225,91.92821734603514,181.61079228724512,0.22256000989230937,129.5055850604308
32,7.862220554614729,115.96793156612027,1.9245765630155762,159.26427046287463,81.64735870264839,169.75166059580513,19.25022043697043,207.17420526956374,121.74992521661258,129.5055850604308
33,36.751940388904764,115.96793156612027,8.305397064023703,159.26427046287463,187.13286922836738,169.75166059580513,30.955014054444284,167.96421757870797,13.480096079626481,129.5055850604308
34,181.94330283635153,115.96793156612027,0.1236915594176867,48.126562807106396,70.04348887048684,157.2179965562842,1.4422192187672116,198.58707467159118,121.74992521661258,143.19114071366334
35,181.94330283635153,115.96793156612027,99.51823970230468,10.324645541469035,67.50936229333048,169.75166059580513,203.2879350332522,24.54493088301883,59.1456435602881,4.365648863586474
36,181.94330283635153,48.52560247539947,196.43475824483284,159.26427046287463,70.04128595596806,157.04703554128417,96.23562614161577,184.9153006786395,121.74992521661258,96.75519769985549
37,14.108477842964156,103.66673070957866,33.413496263476056,16.43022736350772,67.60896886140974,135.00479748198399,2.949979629368195,50.26025232272323,121.74992521661258,166.80037874149508
38,181.94330283635153,88.85276108025312,57.55238720365552,159.26427046287463,187.13286922836738,169.75166059580513,5.753176070254452,115.30676266442735,14.32967570589087,166.80037874149508
39,181.94330283635153,115.96793156612027,196.43475824483284,159.26427046287463,187.13286922836738,168.07928933684292,203.2879350332522,126.16696793860392,121.74992521661258,6.510014602194189
40,7.871199147783471,115.96793156612027,23.92618650221273,159.26427046287463,100.70389167486333,157.01357218549836,203.2879350332522,131.26909040091832,121.74992521661258,78.38729306951954
41,96.54096288421859,115.96793156612027,196.43475824483284,23.641751878241628,160.08443827860643,165.08677519788532,87.48957681068903,184.9153006786395,0.43629139026303143,166.80037874149508
42,181.94330283635153,115.96793156612027,196.43475824483284,22.874122787224707,82.54747278752856,169.75166059580513,203.2879350332522,89.60491766868186,0.07518261443703887,166.80037874149508
43,181.94330283635153,16.946442996540345,54.206735597182,0.3605941090044493,39.07821746388926,169.75166059580513,203.2879350332522,39.27281156520087,121.74992521661258,15.79508581493251
44,39.65067301525782,30.48949283422438,40.30408524920868,159.26427046287463,187.13286922836738,169.75166059580513,43.485988186538485,184.9153006786395,1.076193094205022,166.80037874149508
45,0.038195983370282,115.96793156612027,1.877042720170509,159.26427046287463,187.13286922836738,142.58301591189425,59.75340424009559,184.9153006786395,121.74992521661258,166.80037874149508
46,6.776606944924175,89.1089749964464,6.972491977476113,96.79073244724195,187.13286922836738,137.08700237110529,203.2879350332522,111.25453240185249,1.1416608028105963,166.80037874149508
47,2.6970674044857277,88.21076011390386,196.43475824483284,159.26427046287463,27.543304739119367,169.75166059580513,48.931910880418414,184.9153006786395,3.3992239848070547,122.5583895331401
48,181.94330283635153,115.96793156612027,196.43475824483284,8.86673685771001,14.143082757553632,169.75166059580513,203.2879350332522,184.9153006786395,3.7364018335902407,166.80037874149508
49,181.94330283635153,115.96793156612027,1.0881490321062925,159.26427046287463,187.13286922836738,169.75166059580513,203.2879350332522,146.0323797012668,1.99792154563525,166.80037874149508
50,181.94330283635153,36.07814888665144,196.43475824483284,48.09025409656242,25.764142797605704,169.75166059580513,34.81353212184027,184.9153006786395,0.5297002646773482,166.80037874149508
51,169.66993655091048,115.96793156612027,0.28732646810456924,159.26427046287463,57.092865841976234,169.75166059580513,6.146731462887643,30.82339091166621,0.0012130042195488489,162.53551845639066
52,41.03382944472493,47.0942334813144,196.43475824483284,1.545694568049735,71.2620688414346,169.75166059580513,78.58992748499819,139.73669738894597,0.801768458260288,166.80037874149508
53,181.94330283635153,44.685709630071976,78.69027872759573,159.26427046287463,187.13286922836738,169.75166059580513,13.855162014839314,184.9153006786395,121.74992521661258,128.47480101115082
54,2.5799772897111435,52.878367351871916,214.84617665852014,47.06832279605908,71.85624967800453,169.75166059580513,203.2879350332522,93.059557932776,2.3896273182117413,6.441761728960225
55,8.597909050720824,115.96793156612027,2.01346494028332,41.74743454147252,67.49612011576123,149.14062383489997,4.764520630822494,184.9153006786395,0.4104547186947411,166.80037874149508
56,116.8648225769606,73.15243417682112,47.82067743619781,159.26427046287463,88.48578685763333,169.75166059580513,203.2879350332522,60.20107141639096,121.74992521661258,166.80037874149508
57,159.86872652525605,24.76680122519388,2.173046971600879,159.26427046287463,187.13286922836738,150.063887372203,203.2879350332522,184.9153006786395,0.681004120297302,44.704052308203636
58,159.86872652525605,115.96793156612027,0.24447483029405712,159.26427046287463,17.12211813096011,169.75166059580513,203.2879350332522,184.9153006786395,3.451847252014372,166.80037874149508
59,139.88189174241447,115.96793156612027,21.99081604131473,0.13912028984896338,187.13286922836738,160.16297940574628,203.2879350332522,184.9153006786395,121.74992521661258,14.92504088158326
60,0.04207748121892154,115.96793156612027,77.10680113792024,35.564727126136816,187.13286922836738,169.75166059580513,0.07201800763485783,135.93540178280398,0.0012654502593179436,58.30931302298498
61,1.0334929771432315,115.96793156612027,0.17151678986898705,96.79757718483148,93.60558549502288,142.34490368490975,9.405904204431831,33.34082570547379,0.594877333438,166.80037874149508
62,3.4613617508768093,79.69436339257163,115.8126105722539,53.88888612803183,187.13286922836738,169.75166059580513,203.2879350332522,66.24723256573112,35.91615326737685,166.80037874149508
63,159.86872652525605,115.96793156612027,41.765097888295514,61.30251558176787,88.25147117688752,164.56652337702948,94.50096325221209,106.07850380367397,2.5140923986582986,35.81487333135379
64,159.86872652525605,33.17938113199496,214.84617665852014,159.26427046287463,187.13286922836738,152.61786566260662,25.43025120190596,184.9153006786395,20.32114620409037,20.900780591138943
65,159.86872652525605,76.45870327286961,102.43133824590352,5.866895365612205,187.13286922836738,155.028876309365,203.2879350332522,184.9153006786395,8.821195201479439,16.67285190829364
66,159.86872652525605,65.43960394600896,214.84617665852014,159.26427046287463,89.3449378046837,169.75166059580513,57.13553890316416,66.21002541286686,121.74992521661258,138.00612066303725
67,159.86872652525605,35.7955828931556,0.38829843615929394,11.315167335983576,20.856024587163287,169.75166059580513,3.8535812331007264,24.46337438692111,121.74992521661258,166.80037874149508
68,9.93985150582646,115.96793156612027,70.57911251279532,3.449501822834955,70.47487827956789,169.75166059580513,203.2879350332522,116.68449901930025,121.74992521661258,166.80037874149508
69,159.86872652525605,108.25425272729493,214.84617665852014,158.03006601383925,70.04873777871153,153.28146772900277,203.2879350332522,184.9153006786395,121.74992521661258,166.80037874149508
70,159.86872652525605,6.377503990639261,7.825285489318816,159.26427046287463,36.14459189499575,139.66003959856414,1.6709816325523328,42.19807401174792,121.74992521661258,90.03515883153204
71,2.3289446944854375,108.25425272729493,214.84617665852014,159.26427046287463,33.12391996431334,162.2126244523319,203.2879350332522,184.9153006786395,121.74992521661258,7.053386738081241
72,17.267252742359567,108.25425272729493,25.976984655140843,118.45420499672132,187.13286922836738,169.75166059580513,51.15859082758372,184.9153006786395,121.74992521661258,166.80037874149508
73,159.86872652525605,108.25425272729493,214.84617665852014,159.26427046287463,187.13286922836738,149.23541649165062,203.2879350332522,184.9153006786395,121.74992521661258,166.80037874149508
74,0.5232061348173366,78.72523471728266,0.12142622334902976,159.26427046287463,187.13286922836738,169.75166059580513,203.2879350332522,59.83183443289734,121.74992521661258,84.27512702623675
75,159.86872652525605,32.0169961145708,214.84617665852014,159.26427046287463,21.29166843376807,169.75166059580513,67.7924802456851,21.36351269386613,0.017237512442149938,166.80037874149508
76,5.761440861057826,53.72359029589227,214.84617665852014,159.26427046287463,187.13286922836738,129.5544987013065,203.2879350332522,94.42174191881317,4.853277155761112,81.14976072472574
77,0.5726191701915849,108.25425272729493,23.78978132115825,159.26427046287463,187.13286922836738,153.70857927645574,203.2879350332522,138.5148401166189,121.74992521661258,166.80037874149508
78,159.86872652525605,108.25425272729493,214.84617665852014,7.4229362219717165,187.13286922836738,169.75166059580513,1.8576543539020942,61.154306864111184,42.8686753126386,166.80037874149508
79,1.5381990837334354,108.25425272729493,214.84617665852014,4.14759365433015,23.635672708219307,169.75166059580513,203.2879350332522,28.5669088901162,36.578161036739544,8.242890125257995
80,159.86872652525605,108.25425272729493,214.84617665852014,1.2447176600772403,187.13286922836738,169.75166059580513,0.2017747557667617,61.21614886886404,121.74992521661258,166.80037874149508
81,91.86169774407485,51.651935336208325,21.708081616914075,7.58207897185154,32.27236414707222,169.75166059580513,42.42852774814237,94.75975406531637,121.74992521661258,164.1864984241233
82,159.86872652525605,108.25425272729493,5.527705499212341,159.26427046287463,187.13286922836738,160.08312665475722,0.6485814311309418,179.36476169844974,121.74992521661258,166.80037874149508
83,159.86872652525605,108.25425272729493,45.441882565036664,30.57454302288906,178.49065319182387,127.3262807975701,11.685832129881955,111.90226992644428,28.72723926282334,166.80037874149508
84,23.276906834230292,108.25425272729493,0.7128953159504381,159.26427046287463,187.13286922836738,124.36965540459823,203.2879350332522,168.2137773968058,30.3629612860943,166.80037874149508
85,159.86872652525605,108.25425272729493,1.7649823624933612,159.26427046287463,187.13286922836738,133.98051316287973,203.2879350332522,33.48694668059201,121.74992521661258,166.80037874149508
86,159.86872652525605,58.56249276084236,27.52449821981763,49.939374488699166,187.13286922836738,169.75166059580513,7.633066934625894,55.648019080285245,121.74992521661258,18.80725755508143
87,9.936385462073114,108.25425272729493,71.72936806055054,159.26427046287463,138.78775030439402,133.34876340727197,203.2879350332522,133.8254319107835,121.74992521661258,166.80037874149508
88,159.86872652525605,7.341992384603313,195.2097182537316,159.26427046287463,187.13286922836738,169.75166059580513,91.73055133979882,184.9153006786395,149.64558215017522,166.80037874149508
89,159.86872652525605,61.338961802497245,214.84617665852014,67.10909587253386,124.52341380932293,154.50777498322742,203.2879350332522,18.016042867858022,2.153497779387499,121.98161830100015
90,159.86872652525605,108.25425272729493,0.1880429707206635,159.26427046287463,187.13286922836738,169.75166059580513,40.63814883856515,184.9153006786395,149.64558215017522,166.80037874149508
91,159.86872652525605,34.83077313110191,0.7123169180594009,159.26427046287463,84.92447853567906,141.3663549491763,203.2879350332522,184.9153006786395,23.75796736969301,15.843239794322354
92,159.86872652525605,108.25425272729493,0.09515950380056676,159.26427046287463,187.13286922836738,169.75166059580513,0.01070961934150839,184.9153006786395,51.390931062965414,166.80037874149508
93,159.86872652525605,108.25425272729493,3.23255012985267,4.472192615933352,115.57457558702447,169.75166059580513,203.2879350332522,99.48961006240191,149.64558215017522,166.80037874149508
94,106.01199957402984,108.25425272729493,214.84617665852014,56.55009054599446,187.13286922836738,169.75166059580513,203.2879350332522,184.9153006786395,0.21311224845258406,91.19770100134875
95,23.40232021555858,14.24155733516743,123.608890433521,159.26427046287463,187.13286922836738,158.52645483125485,121.05959640693482,88.09203199531868,149.64558215017522,39.58067872661909
96,159.86872652525605,108.25425272729493,214.84617665852014,159.26427046287463,187.13286922836738,141.13548455535872,34.34583410958044,29.85503226485563,22.831117397867473,166.80037874149508
97,159.86872652525605,108.25425272729493,85.09510392760946,159.26427046287463,134.07760797547027,169.75166059580513,203.2879350332522,163.13061523946882,149.64558215017522,166.80037874149508
98,18.922143234897923,26.266335866502768,214.84617665852014,159.26427046287463,5.035959391207232,157.52109782760076,203.2879350332522,169.9689276394061,149.64558215017522,16.616162217626318
99,11.945212658760294,108.25425272729493,214.84617665852014,159.26427046287463,0.2419106688232686,149.79739143922936,54.967790639480896,15.846177606558923,149.64558215017522,166.80037874149508
100,159.86872652525605,12.59232658081211,214.84617665852014,21.209694991170753,158.66839116674862,153.32193722438998,203.2879350332522,184.9153006786395,11.191910824382958,36.59909923313868
101,159.86872652525605,108.25425272729493,214.84617665852014,16.911251453287452,158.66839116674862,163.11347761044112,17.6212391049054,131.06297498456118,22.240940546293448,4.527766616043919
102,47.65150304873541,22.67839117332048,214.84617665852014,159.26427046287463,158.66839116674862,168.37495284192437,109.7010592849943,74.67695294040792,149.64558215017522,133.4961879761272
103,5.970425671846049,108.25425272729493,15.736743984487253,159.26427046287463,158.66839116674862,169.75166059580513,203.2879350332522,184.9153006786395,149.64558215017522,166.80037874149508
104,9.259270597947314,108.25425272729493,214.84617665852014,25.93571097052122,94.16965179095301,158.44829525244845,203.2879350332522,70.80429893080772,149.64558215017522,27.736869587235915
105,159.86872652525605,108.25425272729493,0.21471531538814453,26.42062650987832,25.547293614226856,169.75166059580513,203.2879350332522,184.9153006786395,9.071774341110794,166.80037874149508
106,159.86872652525605,16.699076349355003,214.84617665852014,2.3516278889424442,158.66839116674862,169.75166059580513,203.2879350332522,184.9153006786395,0.005759530683979407,136.55547061248794
107,159.86872652525605,63.47863177812413,12.322295240550927,159.26427046287463,0.2924133905401658,166.52314098868686,203.2879350332522,29.179249963231932,149.64558215017522,166.80037874149508
108,159.86872652525605,8.454123064214219,54.647214335781584,0.3025731794542157,7.523622790711871,169.75166059580513,203.2879350332522,184.9153006786395,0.12534681780564252,120.94427322499635
109,159.86872652525605,108.25425272729493,214.84617665852014,159.26427046287463,0.33492086629833445,119.40548597239871,203.2879350332522,90.21586414315438,3.1726526893729154,4.71853698520039
110,159.86872652525605,108.25425272729493,214.84617665852014,92.13244609520497,37.43936722245446,150.6209402812126,0.20736321482740652,36.4543147960018,149.64558215017522,127.19446662525763
111,122.54100023134006,108.25425272729493,8.287903466484945,159.26427046287463,0.8190870755251081,169.75166059580513,144.21435773690527,96.54768654420278,149.64558215017522,37.17735743881701
112,159.86872652525605,108.25425272729493,214.84617665852014,8.634300404068126,158.66839116674862,115.37007873155939,203.2879350332522,25.928511237859432,149.64558215017522,26.31686821974287
113,45.80734824834404,100.1267133379892,214.84617665852014,4.591217389327397,43.29686376534697,156.48365165617662,203.2879350332522,80.36839789045263,0.9276537483473426,8.530291303109259
114,89.21008631154615,42.69712136931315,114.15353638614357,107.50944462746754,4.528437129635664,138.1222706583146,6.0431369158929735,38.43875032337363,149.64558215017522,27.63025328212164
115,159.86872652525605,108.25425272729493,214.84617665852014,0.4069237768467168,158.66839116674862,169.75166059580513,203.2879350332522,47.209758751045655,2.097313895524232,19.21332465882112
116,0.5609791485295592,108.25425272729493,3.767824815148396,159.26427046287463,5.793086841300645,169.75166059580513,203.2879350332522,110.34158938638696,0.0432443295569215,166.80037874149508
117,159.86872652525605,8.945401003738672,214.84617665852014,159.26427046287463,158.66839116674862,169.75166059580513,115.95537414872572,52.21169084105885,0.10586099191378234,166.80037874149508
118,5.530458895009537,108.25425272729493,0.030357704688808995,95.09912500013604,4.950792019212976,155.24265980174104,203.2879350332522,184.9153006786395,10.36657771914674,51.3487174199339
119,159.86872652525605,108.25425272729493,152.82277881120834,35.430812410127295,158.66839116674862,169.75166059580513,106.00345326460193,184.9153006786395,7.714989050523073,166.80037874149508
120,16.446185847321562,9.19641838313475,214.84617665852014,159.26427046287463,4.1443431013527885,143.04233978185076,203.2879350332522,181.00461846043552,0.49612564893585415,166.80037874149508
121,159.86872652525605,64.18082704299748,15.300100702366366,13.56184875870372,7.791649163521603,169.75166059580513,17.226842051273728,184.9153006786395,149.64558215017522,13.901443613324698
122,150.1079779214975,40.948799124697594,55.57866739907645,49.76161474353185,45.992195772230914,169.75166059580513,203.2879350332522,184.9153006786395,39.71151706052346,34.379769278464906
123,159.86872652525605,108.25425272729493,43.683949318207226,13.119470303012498,158.66839116674862,153.52258910761074,35.32563439365382,184.9153006786395,149.64558215017522,42.1628756088457
124,1.7889174365242018,16.821187806438424,109.13730705666887,81.39332327194079,158.66839116674862,134.6569932136786,203.2879350332522,184.9153006786395,149.64558215017522,166.80037874149508
125,59.704034321714076,21.397774219553813,214.84617665852014,159.26427046287463,158.66839116674862,166.81532823765872,203.2879350332522,184.9153006786395,0.7912888175062719,89.11405175061174
126,159.86872652525605,108.25425272729493,182.7510261393119,71.527721465253,23.688942705235938,142.99082145204858,3.7951660625157997,184.9153006786395,149.64558215017522,12.113996297625953
127,123.9049321226505,5.578347335874263,214.84617665852014,34.4120316274226,66.47627585350527,169.75166059580513,203.2879350332522,55.66323402499797,0.18719115604699213,17.556805071090587
128,48.93137605706404,19.623531793890287,214.84617665852014,17.657952904403423,158.66839116674862,130.8758646552743,2.5520157096325606,184.9153006786395,0.11978187300489732,102.35534307242557
129,159.86872652525605,108.25425272729493,214.84617665852014,159.26427046287463,158.66839116674862,154.40644173323082,1.1930275484376998,159.62345985597682,149.64558215017522,92.07188386075939
130,159.86872652525605,35.80463189046836,214.84617665852014,1.191805652844301,158.66839116674862,169.75166059580513,203.2879350332522,51.321377089364525,59.03612259650186,35.62956578363773
131,159.86872652525605,92.48473172287525,214.84617665852014,159.26427046287463,158.66839116674862,132.72757794294134,0.04377646604633506,65.8866264933618,149.64558215017522,28.72811733453256
132,36.111000912984345,63.8901503136508,214.84617665852014,74.80954199839994,158.66839116674862,169.75166059580513,203.2879350332522,184.9153006786395,3.1956616713780335,22.497227640588072
133,159.86872652525605,72.5327248950274,0.13085383212406304,3.1975106922195002,158.66839116674862,169.75166059580513,203.2879350332522,184.9153006786395,149.64558215017522,166.80037874149508
134,3.4623137278565834,108.25425272729493,214.84617665852014,159.26427046287463,158.66839116674862,169.75166059580513,203.2879350332522,184.9153006786395,0.6787838344218934,166.80037874149508
135,88.67979590856854,108.25425272729493,0.316127314982883,0.5193679585111894,34.981353439606174,161.29109175427848,0.4721239929512336,88.75062054529668,14.716852042389892,106.73940904533308
136,159.86872652525605,108.25425272729493,214.84617665852014,91.43741474519513,158.66839116674862,169.75166059580513,184.67776591154123,184.9153006786395,149.64558215017522,131.59570802909752
137,0.9245360905621286,108.25425272729493,0.9383917057942606,159.26427046287463,0.5028272081188758,169.75166059580513,71.84802523967744,184.9153006786395,149.64558215017522,64.93237479339314
138,159.86872652525605,8.88951317557704,49.477868337285294,159.26427046287463,158.66839116674862,169.75166059580513,203.2879350332522,184.9153006786395,15.255027876363375,166.80037874149508
139,4.99139519405135,60.88588532494091,0.838248388107273,135.06960085493785,158.66839116674862,160.6026846980328,203.2879350332522,153.68082331011993,149.64558215017522,28.040963728635422
140,110.54275035303097,31.871289120620165,0.27112010872563924,159.26427046287463,5.5611263493995615,169.75166059580513,203.2879350332522,48.54770395855005,149.64558215017522,166.80037874149508
141,159.86872652525605,16.12885476918066,214.84617665852014,159.26427046287463,6.470684864528704,156.28398009841763,2.8913555554161032,54.60524973176155,0.004264934430480913,166.80037874149508
142,4.422224183358719,55.14195059815995,13.031953274846062,0.7827544913541813,1.4057231027798218,127.82464659221397,203.2879350332522,168.619453823668,149.64558215017522,3.5887848562631977
143,115.89023415884895,108.25425272729493,214.84617665852014,159.26427046287463,0.17457881768530734,169.75166059580513,203.2879350332522,45.4234212004276,149.64558215017522,18.818677920990734
144,159.86872652525605,108.25425272729493,214.84617665852014,79.955869021135,158.66839116674862,169.75166059580513,203.2879350332522,184.9153006786395,149.64558215017522,166.80037874149508
145,159.86872652525605,54.5118993723057,21.264699284320507,159.26427046287463,158.66839116674862,169.75166059580513,203.2879350332522,91.51158042485348,2.2661634174417573,15.18501616004401
146,76.61655285388251,47.960045196428354,214.84617665852014,1.0672122157940271,158.66839116674862,169.75166059580513,23.673897931789558,44.143740046374,149.64558215017522,166.80037874149508
147,159.86872652525605,108.25425272729493,21.084415253004202,159.26427046287463,118.20362759487953,152.161262513825,34.74720582150928,47.491290962559134,149.64558215017522,49.80896618093532
148,40.49901341602973,53.099626153173276,214.84617665852014,159.26427046287463,158.66839116674862,169.75166059580513,194.28851027314968,70.7006458552647,149.64558215017522,166.80037874149508
149,159.86872652525605,108.25425272729493,214.84617665852014,117.25903789367887,26.436913203673488,141.58835465629662,203.2879350332522,30.862722429487206,149.64558215017522,166.80037874149508
150,58.169961740687995,108.25425272729493,214.84617665852014,159.26427046287463,158.66839116674862,109.16771768694426,203.2879350332522,155.50831749337982,71.24345019911952,3.657406472650758
151,89.71571655812438,46.38916384669686,214.84617665852014,159.26427046287463,10.034469639991487,154.70293496983638,203.2879350332522,126.85082740890645,149.64558215017522,94.04644765802281
152,159.86872652525605,31.636054620642007,3.070625354136695,77.09058685181199,33.64311790039755,109.26526085624516,2.2197085395049765,69.45795893888763,0.009573747994968485,13.111099098037483
153,47.39847428315535,102.31176056438282,104.67821757494553,82.71494294085139,158.66839116674862,150.6111843718149,94.21141790470354,184.9153006786395,149.64558215017522,35.78797155980158
154,0.6656383034653959,108.25425272729493,214.84617665852014,159.26427046287463,158.66839116674862,169.75166059580513,119.17852094010705,184.9153006786395,149.64558215017522,166.80037874149508
155,159.86872652525605,18.931079560343747,17.071319801893583,3.1624374720726154,1.300536567236169,169.75166059580513,3.8859285855386547,63.15230218666933,32.93586958291967,166.80037874149508
156,159.86872652525605,108.25425272729493,192.55704178005197,159.26427046287463,54.82665892199674,140.2549856861079,162.330878762501,184.9153006786395,149.64558215017522,3.608395597000374
157,159.86872652525605,108.25425272729493,214.84617665852014,159.26427046287463,83.74764769844626,169.75166059580513,203.2879350332522,184.9153006786395,0.1628726902123661,58.180245073595906
158,159.86872652525605,5.678806117169701,214.84617665852014,3.926381119726452,0.029936337264244835,169.75166059580513,2.257906774471743,126.84554634740128,107.05334397149896,8.571615103729883
159,159.86872652525605,108.25425272729493,24.207279324528606,111.25808214440173,158.66839116674862,131.8767278943133,203.2879350332522,184.9153006786395,149.64558215017522,166.80037874149508
160,159.86872652525605,28.49230535404591,14.723990047801228,159.26427046287463,4.275133782297885,147.4449308528423,203.2879350332522,29.08763475762023,149.64558215017522,30.355686213474065
161,159.86872652525605,15.412736309894294,214.84617665852014,19.454072706908683,158.66839116674862,164.01096767346775,203.2879350332522,184.9153006786395,149.64558215017522,166.80037874149508
162,23.87097178942888,108.25425272729493,214.84617665852014,44.65708906822749,107.71400135001535,161.75747971632782,1.8762019528333356,184.9153006786395,91.85927136127296,80.78808791574588
163,4.0691288450359995,108.25425272729493,1.8017206266496169,159.26427046287463,158.66839116674862,163.67773905925256,57.88929676943428,58.4709960296125,0.12474345687886196,166.80037874149508
164,33.40141111503905,8.057424086660701,82.60152047943605,1.867441881619231,158.66839116674862,169.75166059580513,203.2879350332522,184.9153006786395,19.552237723076583,27.79323894162942
165,159.86872652525605,108.25425272729493,214.84617665852014,159.26427046287463,158.66839116674862,134.98349222792882,6.53097416985509,184.9153006786395,15.301142433220376,166.80037874149508
166,159.86872652525605,108.25425272729493,12.136370356934668,159.26427046287463,2.9645675291375557,169.75166059580513,139.64051059000556,184.9153006786395,3.2584144359232585,160.98565716331936
167,159.86872652525605,79.1540445148986,214.84617665852014,159.26427046287463,18.70096488183896,169.75166059580513,98.4286447631823,184.9153006786395,149.64558215017522,166.80037874149508
